S. No.,State,District,Location,Longitude,Latitude,Year,pH,EC (µS/cm at,CO3 (mg/L),HCO3,Cl (mg/L),F (mg/L),SO4,NO3,PO4,Total Hardness,Ca (mg/L),Mg (mg/L),Na (mg/L),K (mg/L),Fe (ppm),As (ppb),U (ppb)
2858,Jammu & Kashmir,Rajouri,Dayala,74.3688,33.2364,2023,7.21,420,0,283,5,0.18,13,3,0,228,79,7,9,1,-0.04,0.13,0.97
2859,Jammu & Kashmir,Rajouri,Dharamshal,74.4057,33.1385,2023,6.97,730,0,407,46,0.21,12,3,0,342,117,12,32,2,-0.04,1.47,1
2860,Jammu & Kashmir,Rajouri,Lower Kharak,74.4165,33.1662,2023,6.89,760,0,505,10,0.23,14,10,0,406,131,19,16,2,-0.04,0.15,3.63
2861,Jammu & Kashmir,Rajouri,Panja,74.4157,33.1801,2023,7.05,850,0,505,28,0.33,27,28,0,460,153,19,19,2,0.01,0.31,2.88
2862,Jammu & Kashmir,Rajouri,Solki,74.4328,33.1606,2023,6.91,790,0,518,15,0.23,16,10,0,421,137,19,17,4,-0.04,0.15,2.3
2863,Jammu & Kashmir,Rajouri,Bagnoti,74.3033,33.1426,2023,7.31,850,0,442,45,0.38,43,15,0,395,132,16,46,2,-0.04,0.12,4.38
2864,Jammu & Kashmir,Rajouri,Bareri,74.2251,33.1554,2023,7.27,1630,0,613,239,0.51,92,44,0,685,192,50,143,7,-0.04,0.31,11.62
2865,Jammu & Kashmir,Rajouri,Bhatta Morh,74.1876,33.2148,2023,7.07,640,0,419,10,0.26,13,10,0,302,99,13,29,2,0.11,0.17,2.63
2866,Jammu & Kashmir,Rajouri,Chowki Handa,74.1699,33.1731,2023,7.06,740,0,478,13,0.2,25,0,0,400,124,22,11,2,-0.04,0.48,1.95
2867,Jammu & Kashmir,Rajouri,Darhal Quilla,74.1505,33.2243,2023,6.92,660,0,431,10,0.21,14,3,0,351,125,10,9,1,-0.04,0.65,3.15
2868,Jammu & Kashmir,Rajouri,Ding,74.2763,33.0878,2023,7.09,620,0,314,20,0.29,25,33,0,302,89,19,21,1,-0.04,0.25,2.82
2869,Jammu & Kashmir,Rajouri,Gahgrot,74.265,33.0974,2023,7.31,710,0,442,10,0.23,29,12,0,350,100,24,32,1,-0.04,0.09,0.67
2870,Jammu & Kashmir,Rajouri,Jabah,74.3435,33.0683,2023,7.15,790,0,454,30,0.27,29,12,0,410,132,19,22,1,-0.03,0.32,2.56
2871,Jammu & Kashmir,Rajouri,Jhangar,74.0472,33.2404,2023,7.28,970,0,509,53,0.3,53,12,0,465,128,35,47,5,-0.04,0.28,1.93
2872,Jammu & Kashmir,Rajouri,Kalal,74.233,33.0802,2023,7.14,760,0,453,15,0.22,22,32,0,376,115,22,30,2,-0.02,0.12,1.98
2873,Jammu & Kashmir,Rajouri,Kalsian,74.1391,33.1844,2023,7.15,680,0,429,15,0.28,17,8,0,355,114,17,18,1,-0.04,0.09,1.39
2874,Jammu & Kashmir,Rajouri,Lam,74.127,33.2497,2023,7.18,770,0,351,41,0.23,65,3,0.88,342,107,18,21,26,-0.01,3.59,1.06
2875,Jammu & Kashmir,Rajouri,Laroka,74.0969,33.2356,2023,7.19,790,0,454,33,0.22,22,3,0,390,134,13,30,2,-0.04,0.87,1.56
2876,Jammu & Kashmir,Rajouri,Naunihal,74.2129,33.1718,2023,8.25,460,0,166,23,0.46,46,20,0,69,14,9,54,38,-0.04,1.81,0.81
2877,Jammu & Kashmir,Rajouri,Pokharni,74.1138,33.2714,2023,7.18,740,0,481,8,0.22,10,4,0,327,95,22,46,3,-0.03,0.29,1.45
2878,Jammu & Kashmir,Rajouri,Potha,74.3181,33.2812,2023,7.14,720,0,456,13,0.22,22,15,0,381,129,15,16,4,-0.04,0.1,1.13
2879,Jammu & Kashmir,Rajouri,Rumli Dara,74.2179,33.1226,2023,7.24,640,0,417,7,0.27,14,12,0,342,109,17,17,1,-0.04,0.05,0.48
2880,Jammu & Kashmir,Rajouri,Seri,74.2873,33.0833,2023,7.18,1320,0,453,177,0.29,78,53,0,584,173,38,85,1,-0.04,0.17,3.84
2881,Jammu & Kashmir,Rajouri,Sial,74.3158,33.0729,2023,7.25,680,0,441,12,0.33,20,3,0,351,113,17,22,1,-0.01,0.35,2.7
2882,Jammu & Kashmir,Rajouri,Chittiar,74.2834,33.2867,2023,7.09,410,0,271,5,0.18,8,3,0,228,77,9,6,1,-0.04,0.3,0.38
2883,Jammu & Kashmir,Rajouri,Siot,74.3788,33.1128,2023,6.8,1000,0,505,56,0.27,34,40,0,515,173,21,27,3,-0.03,0.28,4.23
2884,Jammu & Kashmir,Rajouri,Ainpur,74.4465,33.0422,2023,7.11,450,0,288,10,0.22,14,4,0,230,76,10,16,0,-0.04,0.17,0.46
2885,Jammu & Kashmir,Rajouri,Baja Bain,74.4136,33.0544,2023,6.85,800,0,362,53,0.39,60,52,0,385,120,21,35,2,-0.04,0.23,4.07
2886,Jammu & Kashmir,Rajouri,Bakhar,74.4275,33.088,2023,7.13,690,0,454,10,0.22,20,10,0,380,134,11,9,1,-0.03,0.34,2.02
2887,Jammu & Kashmir,Rajouri,Banpari,74.4566,33.0367,2023,7.29,670,0,417,15,0.25,23,9,0,360,122,13,13,1,-0.04,0.18,1.03
2888,Jammu & Kashmir,Rajouri,Channi Parat,74.464,33.0873,2023,7.05,520,0,339,8,0.33,14,4,0,257,83,12,19,3,-0.04,0.34,3.34
2889,Jammu & Kashmir,Rajouri,Dhok Baniyar,74.4124,33.0322,2023,7.17,720,0,429,20,0.19,21,14,0,350,106,21,27,1,0.01,0.11,2.65
2890,Jammu & Kashmir,Rajouri,Kangri (Grid Station),74.3916,33.0605,2023,6.9,580,0,325,13,0.28,18,19,0,295,92,16,15,1,-0.04,0.14,1.94
2891,Jammu & Kashmir,Rajouri,Marchola,74.4784,33.0884,2023,7.25,780,0,505,28,0.2,19,0,0,421,145,15,23,2,0.03,0.21,2.47
2892,Jammu & Kashmir,Rajouri,Salote,74.5244,33.0501,2023,7.11,650,0,313,35,0.27,36,9,0,325,100,18,18,1,-0.04,0.5,1.49
2893,Jammu & Kashmir,Rajouri,Thanda Pani,74.4868,33.0673,2023,7.25,810,0,455,47,0.28,48,13,0,449,158,13,31,1,-0.04,0.15,1.83
2894,Jammu & Kashmir,Rajouri,Thangrot,74.5883,33.1418,2023,7.33,730,0,510,12,0.23,17,11,0,424,117,32,10,2,-0.04,0.13,0.79
2895,Jammu & Kashmir,Reasi,Talwara,74.8333,33.0917,2023,7.43,740,0,481,10,0.15,19,21,0,440,100,46,8,3,-0.03,0.25,0.54
2896,Jammu & Kashmir,Samba,Bassi Kalan,74.9014,32.6372,2023,7.37,790,0,388,48,0.23,27,21,0,402,119,26,16,2,0.83,0.07,3.92
2897,Jammu & Kashmir,Samba,Patli,74.9458,32.6083,2023,7.58,1180,0,686,10,0.82,52,15,0,275,68,26,199,2,0.06,0.4,2.78
2898,Jammu & Kashmir,Samba,Naran,75.1542,32.5042,2023,7.2,620,0,397,10,0.34,12,12,0,325,92,22,25,2,0.2,0.25,2.15
2899,Jammu & Kashmir,Samba,Sagoon,75.0772,32.7472,2023,7.32,600,0,351,12,0.25,24,3,0,275,72,23,22,6,-0.03,0.18,8.02
2900,Jammu & Kashmir,Samba,Daboh,75.105,32.5858,2023,7.25,920,0,397,45,0.24,37,94,0,460,162,13,29,2,-0.03,0.26,2.66
2901,Jammu & Kashmir,Samba,Dhora,75.14,32.61,2023,7.05,860,0,427,30,0.3,40,56,0,420,148,12,21,24,0.64,0.48,1.14
2902,Jammu & Kashmir,Samba,Kamila,75.0653,32.6092,2023,7.13,530,0,300,15,0.23,20,3,0,241,85,7,18,11,-0.01,0.29,1.13
2903,Jammu & Kashmir,Samba,Mothian Kalan,75.063,32.623,2023,7.21,850,0,538,28,0.32,14,5,0,437,145,18,32,2,12.73,0.11,1.12
2904,Jammu & Kashmir,Samba,Nud,75.1478,32.6125,2023,7.15,860,0,372,55,0.39,58,28,0,395,138,12,40,7,-0.03,0.35,10.31
2905,Jammu & Kashmir,Samba,Maheen Charkan,74.9867,32.6497,2023,7.14,440,0,250,8,0.3,27,3,1.53,216,58,17,3,18,-0.03,3.17,0.07
2906,Jammu & Kashmir,Samba,Birpur,74.9517,32.6555,2023,7.05,610,0,350,15,0.26,19,20,0,322,119,6,13,1,-0.01,0.46,1.56
2907,Jammu & Kashmir,Samba,Nagrota Uttarbani,75.065,32.6239,2023,7.3,1010,0,469,53,0.43,49,74,0,487,155,24,35,22,-0.01,0.68,2.93
2908,Jammu & Kashmir,Samba,Uttarbani,75.0636,32.6478,2023,7.22,890,0,519,38,0.28,26,5,0,467,119,41,21,10,-0.03,0.58,1.92
2909,Jammu & Kashmir,Samba,Madun,75.161,32.471,2023,7.18,720,0,439,20,0.45,17,11,0,335,82,30,42,2,-0.02,0.32,11.6
2910,Jammu & Kashmir,Samba,Sanoora,75.1778,32.4878,2023,7.01,420,0,268,7,0.26,14,3,0,225,72,11,12,3,-0.03,0.31,1.34
2911,Jammu & Kashmir,Samba,Didyal,74.9583,32.4703,2023,7.21,580,0,325,18,0.36,16,33,0,266,89,11,33,1,-0.03,0.11,2.88
2912,Jammu & Kashmir,Samba,Gho Brahmna,74.9541,32.556,2023,7.5,580,0,352,12,0.3,11,18,0,265,76,18,32,2,0.29,0.3,3.16
2913,Jammu & Kashmir,Samba,Gho Rakawalan,74.9489,32.5517,2023,7.51,460,0,249,12,0.49,17,17,0,171,30,23,34,6,0.27,1.84,6.92
2914,Jammu & Kashmir,Samba,Mahalshah Kalandrian,74.9425,32.5103,2023,7.26,1040,0,632,38,1.07,32,13,0,402,103,35,108,2,-0.02,0.52,7.55
2915,Jammu & Kashmir,Samba,Nandpur,74.8886,32.5181,2023,7.42,370,0,249,5,0.32,5,0,0,175,50,12,16,2,-0.03,0.66,2.69
2916,Jammu & Kashmir,Samba,Raghu Chak,75.2042,32.4861,2023,7.23,490,0,311,8,0.36,14,9,0,265,86,12,12,1,0.28,0.18,1.31
2917,Jammu & Kashmir,Samba,Bengular,75.0625,32.4944,2023,7.24,850,0,415,27,0.43,34,72,0,435,152,13,30,2,-0.03,0.3,0.64
2918,Jammu & Kashmir,Samba,Jasath,75.202,32.504,2023,6.54,730,0,323,45,0.28,33,61,0,350,104,22,30,5,-0.03,0.18,1.41
2919,Jammu & Kashmir,Samba,Pangdour,75.0722,32.5086,2023,7.61,580,0,336,7,0.22,13,34,0,310,110,9,14,1,0.04,0.09,0.55
2920,Jammu & Kashmir,Samba,Raiyan,75.125,32.5083,2023,7.4,430,0,281,5,0.36,10,9,0,225,78,7,13,1,-0.02,0.18,1.34
2921,Jammu & Kashmir,Samba,Sadoh,75.125,32.4708,2023,7.33,820,0,452,30,0.52,35,42,0,440,118,35,25,3,-0.03,0.31,1.15
2922,Jammu & Kashmir,Samba,Samba,75.1192,32.5575,2023,6.97,960,0,464,60,0.24,35,40,0,425,148,13,55,7,-0.01,0.84,0.4
2923,Jammu & Kashmir,Samba,Supwal,75.0667,32.5583,2023,7.2,800,0,469,25,0.35,21,30,0,412,133,20,28,2,-0.03,0.17,2.63
2924,Jammu & Kashmir,Samba,Painthi,75.1556,32.593,2023,7,400,0,232,10,0.22,20,9,0,215,78,5,8,2,0.01,0.35,0.44
2925,Jammu & Kashmir,Samba,Gudwal,75.0097,32.55,2023,7.07,890,0,438,68,0.27,31,6,0,372,125,15,47,18,0.89,1.48,0.34
2926,Jammu & Kashmir,Samba,Kainthpur,74.975,32.5875,2023,7.25,590,0,364,10,0.31,18,12,0,325,110,12,8,1,0.17,0.38,1.51
2927,Jammu & Kashmir,Udhampur,Kuperlah,75.1819,32.8503,2023,6.71,580,0,302,27,0.2,26,7,0,285,90,15,19,1,-0.03,0.51,1.4
2928,Jammu & Kashmir,Udhampur,Ritti,75.1633,32.8417,2023,6.98,650,0,339,20,0.23,18,3,0,265,90,10,32,2,0.72,2.1,1.01
2929,Jammu & Kashmir,Udhampur,Talpad,75.1988,32.8595,2023,6.5,340,0,210,12,0.22,13,3,0,175,52,11,14,1,-0.03,0.23,0.19
2930,Jammu & Kashmir,Udhampur,Sunal,75.2425,32.6794,2023,6.95,660,0,388,17,0.23,21,8,0,355,114,17,11,1,-0.03,0.17,2.36
2931,Jammu & Kashmir,Udhampur,Chhani Mansar,75.1644,32.6972,2023,7.07,660,0,425,10,0.26,13,3,0,340,116,12,21,1,-0.03,4.41,1.79
2932,Jammu & Kashmir,Udhampur,Manwall,75.15,32.7556,2023,6.67,800,0,419,42,0.25,28,14,0,410,144,12,21,2,-0.03,0.29,2.08
2933,Jammu & Kashmir,Udhampur,Salabra,75.175,32.7167,2023,6.85,580,0,376,7,0.21,15,5,0,305,98,15,13,1,-0.03,0.15,2.63
2934,Jammu & Kashmir,Udhampur,Dalsar,75.3125,32.8192,2023,6.96,770,0,505,15,0.34,18,3,0,330,104,17,65,2,0.14,0.6,2.1
2935,Jammu & Kashmir,Udhampur,Dehari,75.2728,32.7814,2023,6.96,790,0,394,50,0.26,47,13,0,335,104,18,60,2,-0.01,0.26,3.03
2936,Jammu & Kashmir,Udhampur,Jallow,75.2317,32.7958,2023,7.14,670,0,407,25,0.22,29,3,0,360,122,13,20,7,0,1.6,2.41
2937,Jammu & Kashmir,Udhampur,Ramnagar,75.31,32.8064,2023,6.37,420,0,234,20,0.13,16,5,0.22,205,66,10,17,3,-0.02,0.34,0.22
2938,Jammu & Kashmir,Udhampur,Dhanu Kannal,75.0072,32.9628,2023,6.91,630,0,429,5,0.16,9,3,0,360,118,16,9,1,-0.03,0.3,0.78
2939,Jammu & Kashmir,Udhampur,Badola,75.0347,32.9444,2023,7.05,610,0,313,25,0.15,20,36,0,320,116,7,10,2,-0.01,0.76,1.73
2940,Jammu & Kashmir,Udhampur,Battal Ballian,75.1256,32.8797,2023,6.77,740,0,233,55,0.27,79,42,0,300,88,19,43,2,-0.03,0.34,1.21
2941,Jammu & Kashmir,Udhampur,Birmah,75.1089,32.915,2023,6.8,560,0,325,17,0.18,19,3,0,285,102,7,16,3,-0.03,1.72,0.41
2942,Jammu & Kashmir,Udhampur,Eastern Mand,75.0239,32.8967,2023,6.73,650,0,374,22,0.17,22,3,0,325,102,17,20,3,-0.03,0.37,0.86
2943,Jammu & Kashmir,Udhampur,Garhi (Udh),75.0825,32.905,2023,6.97,860,0,454,37,0.27,41,24,0,410,128,22,30,2,-0.03,0.17,1.03
2944,Jammu & Kashmir,Udhampur,Jhakkar,75.1302,32.9265,2023,6.5,310,0,184,7,0.24,12,3,0,155,52,6,7,1,-0.02,0.2,0.06
2945,Jammu & Kashmir,Udhampur,Kotli Pain,75.0914,32.9089,2023,6.75,510,0,313,10,0.3,23,5,0,275,88,13,9,1,-0.03,0.13,1.98
2946,Jammu & Kashmir,Udhampur,Nagrota Panjgrain,75.2708,32.8358,2023,6.46,380,0,234,10,0.26,12,6,0,195,54,15,15,2,-0.03,0.1,0.12
2947,Jammu & Kashmir,Udhampur,Phangyal,75.1353,32.8956,2023,6.09,380,0,129,32,0.16,18,15,0,155,40,13,13,1,0.09,0.14,0.04
2948,Jammu & Kashmir,Udhampur,Rakh Badali,75.1089,32.9153,2023,6.66,570,0,221,35,0.18,24,44,0,265,82,15,16,1,-0.02,0.16,0.34
2949,Jammu & Kashmir,Udhampur,Seen Thakaran,75.0383,32.9131,2023,6.86,670,0,392,17,0.22,25,10,0,335,116,11,19,1,-0.03,0.14,1.23
7565,Uttar Pradesh,Agra,Block Office,78.5893,26.8697,2023,8.16,1705,0,586,156,0.76,162,12,0.57,350,44,58,261,11,0,0,5
7582,Uttar Pradesh,Aligarh,Block H.Q,78.2712,27.805,2023,8.36,1215,18,366,85,0.4,86,71,0,280,36,46,149,18,0.23,0,22
7583,Uttar Pradesh,Aligarh,Dist. H.Q,78.073,27.8976,2023,8.19,1625,0,573,177,0.4,121,64,0,450,36,86,184,12,0,0,10
7584,Uttar Pradesh,Aligarh,"Arya Nagar, Nagla Masani",78.0548,27.8838,2023,8.54,1245,18,378,170,1.4,18,14,0,180,24,29,205,5,0,0,17.38
7585,Uttar Pradesh,Aligarh,"Asadpur Kayam,Kyampur",78.1144,27.8861,2023,8.21,654,0,378,21,0.8,17,0,0,240,36,36,57,6,0.12,0,21.53
7586,Uttar Pradesh,Aligarh,"Bada Chowk, Sarai Rehman",78.07,27.8938,2023,8.13,1380,0,500,113,0.59,80,57,0,370,28,73,150,11,0.47,0,40.52
7587,Uttar Pradesh,Aligarh,Beema Nagar,78.0466,27.9059,2023,8.05,1244,0,573,92,0.45,48,17,0,400,36,75,124,10,0.08,0,73.11
7588,Uttar Pradesh,Aligarh,Dohra Maffi,78.0898,27.9283,2023,8.31,720,12,366,21,0.61,29,0,0,220,28,36,78,8,0,0,33.02
7589,Uttar Pradesh,Aligarh,Firdaus Nagar,78.0671,27.9283,2023,7.92,798,0,403,35,0.62,22,15,0,210,36,29,78,38,0.08,0,15.98
7590,Uttar Pradesh,Aligarh,"Gyan Sarovar, Ramesh Vihar Colony",78.0894,27.8911,2023,8.07,1080,0,427,85,0.29,77,0,0,320,40,53,110,8,0,0,20.51
7591,Uttar Pradesh,Aligarh,Kailash Nagar,78.0972,27.8711,2023,8.44,720,12,403,21,0.61,28,0,0,200,36,27,98,6,0.09,0,21.01
7592,Uttar Pradesh,Aligarh,Kela Nagar Market,78.0904,27.9039,2023,8.38,1328,18,525,63,0.46,73,51,0,360,12,80,140,12,0.1,0,34.46
7593,Uttar Pradesh,Aligarh,"Mahendra Nagar, Aawas Vikas Colony",78.0731,27.8679,2023,7.92,2043,0,427,233,0.31,289,51,0,580,84,90,215,15,0.07,0,21.44
7594,Uttar Pradesh,Aligarh,Roravar,78.0461,27.8725,2023,8.63,994,42,500,14,1.9,17,0,0,50,8,7,222,2,0,3.04,24.35
7595,Uttar Pradesh,Aligarh,"Shankar Vihar Colony, Quarsi",78.1155,27.904,2023,8.15,650,0,342,28,0.43,22,6,0,220,40,29,63,5,0.41,0,6.93
7596,Uttar Pradesh,Aligarh,Block H.Q,78.2811,28.0442,2023,8.21,1332,0,488,170,0.4,39,17,0,480,24,101,88,10,0,0,0
7597,Uttar Pradesh,Aligarh,Block H.Q,78.3997,27.9789,2023,8.09,1766,0,488,191,0.22,137,35,0,490,52,86,185,4,0,0,52
7598,Uttar Pradesh,Aligarh,Block Office Premises,77.8581,28.0805,2023,8.14,917,0,439,35,0.52,27,7,0,250,44,34,75,6,0.13,0,12
7599,Uttar Pradesh,Aligarh,Alinagar,78.1071,27.8538,2023,8.43,1217,36,415,28,0.39,80,24,0,130,16,22,200,5,0.22,0,11.87
7600,Uttar Pradesh,Aligarh,Block H.Q,78.1138,27.8743,2023,8.45,904,18,317,14,0.92,21,0,0,200,24,34,64,5,0.37,0,14
7601,Uttar Pradesh,Aligarh,Shahwazpur,78.1504,27.7782,2023,8.06,1138,0,610,28,0.76,36,16,0,180,32,24,195,6,0.13,0,43.03
7602,Uttar Pradesh,Aligarh,Block H.Q,78.3912,27.9254,2023,8.35,1147,30,683,28,0.87,18,8,0,220,20,41,211,12,0.11,0,14
7603,Uttar Pradesh,Aligarh,Sunhara,78.2855,27.8994,2023,8.04,887,0,281,57,0.19,86,40,0,280,44,41,70,21,0,0,7.75
7604,Uttar Pradesh,Aligarh,Block H.Q,77.8796,27.8367,2023,8.18,3662,0,622,603,0.83,491,16,0,530,56,94,609,13,0.13,0,62
7605,Uttar Pradesh,Aligarh,Dayapur,77.869,27.648,2023,8.06,4094,0,195,581,0.67,920,9,0,870,116,141,520,9,0.54,0,12.83
7606,Uttar Pradesh,Aligarh,Kalua,77.8702,27.7678,2023,8.37,1240,18,610,35,1.8,42,32,0,150,28,19,240,3,0,1.65,23.72
7607,Uttar Pradesh,Aligarh,Block H.Q,77.9394,27.7062,2023,8.1,1200,0,427,177,0.7,55,37,0,300,56,38,171,3,0.18,0,18
7608,Uttar Pradesh,Aligarh,Makhdampur,78.0096,27.7723,2023,8.37,1360,12,476,92,1,76,26,0,210,20,39,205,6,0,0,37.35
7609,Uttar Pradesh,Aligarh,Block H.Q,78.1162,28.0333,2023,8.37,745,36,305,21,0.66,40,0,0,240,28,41,70,6,0.21,1,28
7610,Uttar Pradesh,Aligarh,Block H.Q,77.8364,27.9435,2023,8.31,2982,24,659,390,2.3,244,93,0,330,40,55,561,15,0.26,0,146
7611,Uttar Pradesh,Aligarh,Block H.Q,78.0207,27.8933,2023,7.81,1104,0,561,50,0.49,38,13,0,260,20,50,126,10,0.06,0,29
7612,Uttar Pradesh,Aligarh,Nama,77.9487,27.6177,2023,8.03,893,0,293,106,0.2,29,0,0,250,48,31,89,5,0.27,0,10
7613,Uttar Pradesh,Aligarh,Rudyat Urf Tarapur,77.8917,27.8419,2023,8.34,1192,48,512,35,3.95,60,19,0.66,130,24,17,234,3,0,13,35
7614,Uttar Pradesh,Aligarh,Block H.Q,77.5792,28.0428,2023,8.07,977,0,403,64,1.9,110,8,0,220,28,36,132,4,0.2,0,30
7615,Uttar Pradesh,Aligarh,Langotgarhi,77.7138,28.0197,2023,8.6,1034,36,476,14,1.14,70,6,0,100,16,14,208,4,0.18,0,22.88
7616,Uttar Pradesh,Allahabad/ Prayagraj,"Bdo, Office",82.2602,25.0992,2023,7.73,1071,0,342,121,0.19,56,55,0,420,88,48,60,1,0.47,0,4
7617,Uttar Pradesh,Allahabad/ Prayagraj,"Bdo, Office",82.1017,25.1439,2023,7.61,927,0,244,135,0.35,48,45,0,250,76,14,101,0,13.96,0,7
7618,Uttar Pradesh,Allahabad/ Prayagraj,"Bdo, Office",82.081,25.546,2023,7.87,877,0,403,64,0.87,33,5,0,260,40,38,88,4,0,0,41
7619,Uttar Pradesh,Allahabad/ Prayagraj,"Bdo, Office",82.1602,25.5215,2023,8.09,1311,0,647,43,0.54,106,17,0,480,112,48,108,5,0.07,0,31
7620,Uttar Pradesh,Allahabad/ Prayagraj,"Bdo, Office",82.115,25.3719,2023,8.11,758,0,439,28,0.95,11,0,0,200,28,31,100,3,0.97,1,12
7621,Uttar Pradesh,Ambedkar Nagar,Located Close To Nhs,82.544,26.4361,2023,7.87,868,0,464,28,0.38,13,0,0,320,84,26,51,3,0.71,0,5
7622,Uttar Pradesh,Ambedkar Nagar,Located On The Main Chaurasia On,82.7651,26.455,2023,7.74,576,0,268,7,0.48,48,6,0,220,40,29,30,2,0.08,1,0
7623,Uttar Pradesh,Ambedkar Nagar,"Parsaye, Ekdalla Dihawar",82.7231,26.5228,2023,7.62,701,0,329,36,0.36,22,0,0,320,52,46,11,2,0.54,0,5.12
7624,Uttar Pradesh,Ambedkar Nagar,Shadipur,82.8579,26.5191,2023,7.74,576,0,268,7,0.48,48,6,0,220,40,29,30,2,0.44,0,6.33
7625,Uttar Pradesh,Ambedkar Nagar,Located Close To Nhs,82.3065,26.4655,2023,8.16,778,0,427,21,0.55,6,0,0,290,56,36,43,4,1.66,1,0
7626,Uttar Pradesh,Ambedkar Nagar,Located Near Hanuman Garhi Temple,82.8273,26.238,2023,7.86,735,0,390,14,0.55,14,10,0,295,48,42,30,3,0.23,0,10
7627,Uttar Pradesh,Ambedkar Nagar,Located Infront Of Kashi Gramin Bank,83.023,26.3529,2023,8.19,631,0,366,7,0.59,0,0,0,270,60,29,19,3,0.59,0,4
7628,Uttar Pradesh,Ambedkar Nagar,Dhaurua (Pendiya),82.5839,26.2669,2023,8.07,764,0,433,7,0.65,8,5,0,250,40,36,58,2,0.27,0,9.81
7629,Uttar Pradesh,Ambedkar Nagar,Located Close To Nhs,82.7337,26.31,2023,8.07,764,0,433,7,0.65,8,5,0,250,40,36,58,2,0.12,0,5
7630,Uttar Pradesh,Ambedkar Nagar,Near The Ramdev Janta Inter Collg.,82.4493,26.4881,2023,8.02,596,0,329,14,0.3,7,0,0,260,56,29,15,4,0.63,1,3
7631,Uttar Pradesh,Ambedkar Nagar,Located Near Jaibayrang Intermediate,82.9041,26.4464,2023,8.24,456,0,232,7,0.7,21,0,0,190,44,19,15,2,0.49,2,3
7632,Uttar Pradesh,Ambedkar Nagar,Located Near Sbi On Tanda Baskhari,82.64,26.5383,2023,7.83,665,0,354,14,0.19,22,0,0,290,64,31,18,3,2.72,0,0
7633,Uttar Pradesh,Amethi,Pwd Dak Bangla,81.8086,26.1562,2023,7.57,3083,0,964,284,0.34,273,72,0,730,52,144,362,9,0,0,51.52
7634,Uttar Pradesh,Amethi,Kesariya Salimpur,81.4426,26.2808,2023,7.64,1966,0,354,320,0.41,197,23,0,570,88,84,171,15,0.56,0,20.56
7635,Uttar Pradesh,Amethi,Block Hq,81.8752,26.2107,2023,8.05,636,0,317,7,0.54,35,0,0,230,40,31,37,3,1.86,0,11.8
7636,Uttar Pradesh,Amethi,"Pwd Entrance, Near Bike Stand",81.6871,26.2068,2023,7.86,1075,0,415,128,0.31,12,0,0,400,48,67,60,6,7.89,0,0
7637,Uttar Pradesh,Amethi,Block Hq,81.6288,26.456,2023,8.01,1647,0,598,135,0.49,111,18,0,400,56,62,187,5,0.68,0,15.72
7638,Uttar Pradesh,Amethi,Block Hq,81.8005,26.3778,2023,7.59,1517,0,525,156,0.58,52,51,0,480,48,86,121,7,0.69,0,42.98
7639,Uttar Pradesh,Amethi,"Musafirkhana, Rasoolabad",81.8727,26.3988,2023,8.08,1225,0,488,50,0.58,128,5,0,350,56,50,115,4,0.29,0,16.03
7640,Uttar Pradesh,Amethi,Block Hq,81.838,26.0775,2023,8.08,946,0,366,36,0.89,108,0,0,320,40,53,64,8,1.69,0,8.72
7641,Uttar Pradesh,Amethi,"Mahona West, Kuraishi Mohalla",81.5873,26.5335,2023,7.85,674,0,342,21,0.71,7,21,0,260,36,41,33,5,2.87,0,4.15
7642,Uttar Pradesh,Amethi,Block Hq,81.4708,26.3929,2023,7.93,967,0,439,50,0.86,46,0,0,285,36,47,87,5,0.41,0,28
7643,Uttar Pradesh,Amethi,Block Office,81.4708,26.3929,2023,7.93,967,0,439,50,0.86,46,0,0,285,36,47,87,5,0.41,0,28
7644,Uttar Pradesh,Amroha,Block Office,78.4859,28.9042,2023,7.82,744,0,342,50,0.39,29,13,0,300,40,48,39,6,0,0,5
7645,Uttar Pradesh,Amroha,Shaikhpura Imma,78.4171,28.9267,2023,7.62,746,0,403,28,0.2,24,11,0,350,108,19,19,7,0.1,1.59,7.57
7646,Uttar Pradesh,Amroha,Papsari Khadar,78.1176,29.304,2023,7.71,320,0,183,14,0.35,0,0,0,125,30,12,21,3,0.35,1.24,4.12
7647,Uttar Pradesh,Amroha,Sultanpur,78.1541,28.9318,2023,7.7,404,0,238,14,0.37,6,0,0,170,56,7,21,4,0.55,4.86,7.31
7648,Uttar Pradesh,Amroha,Sikandarpur Shebu,78.4113,28.5474,2023,7.6,323,0,159,14,0.38,0,18,0,145,52,4,9,3,0.14,2.44,0
7649,Uttar Pradesh,Amroha,Block Office,78.2819,28.7318,2023,7.73,1607,0,305,99,0.22,367,40,0,650,108,91,69,5,0.38,0,3
7650,Uttar Pradesh,Amroha,Sabadarpur Sarki,78.4128,28.6751,2023,7.84,673,0,305,14,0.35,74,0,0,290,96,12,23,4,2.76,0,7.28
7651,Uttar Pradesh,Amroha,Block Office,78.4732,28.8356,2023,7.76,1427,0,488,99,0.4,92,83,0,475,40,90,89,28,0.1,1.06,63.92
7652,Uttar Pradesh,Amroha,Patai,78.5563,28.8062,2023,7.94,630,0,366,14,0.5,22,0,0,280,80,19,26,5,7.17,0,6.52
7653,Uttar Pradesh,Auraiya,Hand Pump Of Block Office In The,79.4027,26.6995,2023,7.72,798,0,390,43,0.78,35,10,0,340,48,54,45,4,0.15,1,22
